里程,左轨平面偏差量,右轨平面偏差量,左轨高程偏差量,右轨高程偏差量,左轨平面调整量,右轨平面调整量,左轨高程调整量,右轨高程调整量
385452.73,-2.90,-3.40,20.90,20.90,0.50,1.00,3.50,3.50
385453.35,-3.00,-3.50,20.80,20.80,0.50,1.00,3.50,3.50
385453.98,-3.10,-3.50,20.80,20.70,1.00,1.00,3.50,3.50
385454.60,-3.10,-3.60,20.60,20.60,1.00,1.00,4.00,4.00
385455.35,-3.30,-3.50,20.40,20.50,1.00,1.00,4.00,4.00
385455.98,-3.30,-3.60,20.30,20.50,1.00,1.00,4.00,4.00
385456.60,-3.30,-3.50,20.30,20.50,1.00,1.00,4.00,4.00
385457.23,-3.10,-3.40,20.20,20.40,1.00,1.00,4.00,4.00
385457.85,-3.00,-3.30,20.30,20.30,0.50,0.50,4.00,4.00
385458.60,-2.90,-3.20,20.40,20.40,0.50,0.50,4.00,4.00
385459.22,-3.00,-3.20,20.50,20.40,0.50,0.50,4.00,4.00
385459.85,-3.30,-3.40,20.50,20.50,1.00,1.00,4.00,4.00
385460.47,-3.30,-3.40,20.60,20.60,1.00,1.00,4.00,4.00
385461.10,-3.30,-3.40,20.70,20.80,1.00,1.00,3.50,3.50
385461.85,-3.20,-3.50,20.90,21.00,1.00,1.00,3.50,3.50
385462.47,-3.10,-3.50,21.00,21.10,1.00,1.00,3.50,3.50
385463.10,-3.10,-3.40,21.10,21.20,1.00,1.00,3.50,3.50
385463.72,-3.20,-3.50,21.20,21.30,1.00,1.00,3.00,3.00
385464.35,-3.20,-3.50,21.20,21.40,1.00,1.00,3.00,3.00
385465.09,-3.20,-3.70,21.20,21.40,1.00,1.00,3.00,3.00
385465.72,-3.20,-3.60,21.20,21.40,1.00,1.00,3.00,3.00
385466.34,-3.00,-3.60,21.20,21.50,0.50,1.00,3.00,2.50
385466.97,-2.90,-3.50,21.10,21.50,0.50,1.00,3.50,3.00
385467.59,-2.90,-3.50,21.20,21.50,0.50,1.00,3.50,3.00
385468.34,-3.00,-3.60,21.30,21.60,0.50,1.00,3.50,3.00
385468.97,-3.10,-3.70,21.30,21.70,1.00,1.50,3.00,2.50
385469.59,-3.20,-3.70,21.40,21.70,1.00,1.00,3.00,2.50
385470.22,-3.30,-3.70,21.40,21.80,1.00,1.00,3.00,2.50
385470.97,-3.40,-3.80,21.50,21.90,1.00,1.00,3.00,2.50
385471.59,-3.20,-3.70,21.50,22.00,1.00,1.00,3.00,2.50
385472.21,-3.10,-3.70,21.40,22.00,1.00,1.50,3.00,2.50
385472.84,-3.00,-3.70,21.40,22.00,0.50,1.00,3.00,2.50
385473.46,-3.10,-3.90,21.50,22.00,1.00,1.50,3.00,2.50
385474.09,-3.10,-3.70,21.50,22.00,1.00,1.50,3.00,2.50
385474.84,-3.10,-3.50,21.40,21.70,1.00,1.00,3.00,2.50
385475.46,-2.90,-3.30,21.40,21.50,0.50,0.50,3.00,3.00
385476.09,-2.80,-3.20,21.40,21.50,0.50,0.50,3.00,3.00
385476.71,-2.80,-3.30,21.40,21.40,0.50,0.50,3.00,3.00
385477.34,-2.90,-3.50,21.30,21.30,0.50,1.00,3.00,3.00
385478.08,-2.90,-3.50,21.30,21.40,0.50,1.00,3.00,3.00
385478.71,-2.90,-3.30,21.30,21.50,0.50,0.50,3.00,3.00
385479.33,-3.00,-3.40,21.10,21.40,1.00,1.00,3.50,3.00
385479.96,-2.80,-3.30,21.00,21.30,0.50,0.50,3.00,2.50
385480.58,-2.70,-3.10,20.90,21.20,0.50,0.50,3.50,3.00
385481.33,-2.80,-3.10,20.80,21.10,0.50,0.50,3.50,3.00
385481.96,-2.80,-3.20,20.80,21.00,0.50,0.50,3.50,3.50
385482.58,-2.80,-3.10,20.80,21.00,0.50,0.50,3.50,3.50
385483.21,-2.80,-3.20,20.70,20.90,0.50,0.50,3.50,3.50
385483.83,-2.80,-3.30,20.70,20.90,0.50,0.50,3.50,3.50
385484.45,-2.60,-3.20,20.50,20.80,0.50,1.00,4.00,3.50
385485.20,-2.30,-3.00,20.40,20.60,0.00,0.50,3.50,3.50
385485.83,-2.20,-2.80,20.20,20.40,0.00,0.50,4.00,4.00
385486.45,-2.10,-2.80,20.00,20.20,0.00,0.50,4.00,4.00
385487.08,-2.30,-3.00,19.90,20.10,0.00,0.50,4.00,4.00
385487.83,-2.50,-3.00,19.70,20.10,0.00,0.50,4.50,4.00
385488.45,-2.60,-3.00,19.60,20.00,0.00,0.00,4.50,4.00
385489.08,-2.50,-3.10,19.60,20.00,0.00,0.50,4.50,4.00
385489.70,-2.50,-3.00,19.60,20.00,0.00,0.50,4.50,4.00
385490.32,-2.40,-3.00,19.70,20.10,0.00,0.50,4.50,4.00
385490.95,-2.30,-2.80,19.80,20.10,0.00,0.00,4.50,4.00
385491.70,-2.20,-2.70,19.90,20.20,0.00,0.00,4.00,3.50
385492.32,-2.50,-2.90,20.00,20.20,0.50,0.50,3.50,3.50
385493.20,-2.60,-2.90,20.10,20.40,0.00,0.00,4.00,3.50
385493.82,-2.60,-3.00,20.20,20.70,0.00,0.00,3.50,3.00
385494.45,-2.60,-3.10,20.30,20.90,0.00,0.50,3.50,3.00
385495.07,-2.40,-3.00,20.50,20.90,0.00,0.50,3.50,3.00
385495.70,-2.20,-2.80,20.60,20.90,0.00,0.50,3.50,3.00
385496.32,-2.20,-2.80,20.80,20.90,-0.50,0.00,3.00,3.00
385496.94,-2.30,-2.90,20.80,21.10,0.00,0.50,3.00,2.50
385497.57,-2.30,-2.90,20.80,21.10,0.00,0.50,3.00,2.50
385498.32,-2.50,-3.00,20.70,21.20,0.00,0.50,3.00,2.50
385498.94,-2.60,-2.90,20.80,21.40,0.00,0.00,3.00,2.50
385499.57,-2.70,-2.90,20.80,21.40,0.50,0.50,2.50,2.00
385500.19,-2.40,-2.80,20.70,21.20,0.00,0.00,3.00,2.50
385500.82,-2.30,-2.80,20.70,21.20,0.00,0.00,3.00,2.50
385501.57,-2.40,-2.90,20.90,21.40,0.00,0.50,2.50,2.00
385502.19,-2.40,-3.00,21.00,21.40,0.00,0.50,2.50,2.00
385502.81,-2.60,-3.20,21.10,21.40,0.00,0.50,2.50,2.00
385503.44,-2.60,-3.20,21.20,21.30,0.00,0.50,2.00,2.00
385504.19,-2.50,-3.20,21.20,21.20,0.00,0.50,2.00,2.00
385504.81,-2.40,-3.10,21.20,21.30,0.00,0.50,2.00,2.00
385505.44,-2.40,-3.10,21.10,21.30,0.00,0.50,2.00,2.00
385506.06,-2.50,-3.20,21.00,21.20,0.00,0.50,2.50,2.50
385506.69,-2.40,-3.10,20.90,21.10,0.00,0.50,2.00,2.00
385507.31,-2.10,-2.90,20.70,20.90,0.00,0.50,2.50,2.50
385508.06,-2.00,-2.90,20.60,20.70,-0.50,0.00,2.50,2.50
385508.68,-2.00,-2.80,20.50,20.60,-0.50,0.00,2.50,2.50
385509.31,-2.10,-2.90,20.50,20.60,-0.50,0.00,2.50,2.50
385509.93,-2.10,-2.90,20.50,20.60,0.00,0.50,2.50,2.50
385510.56,-2.10,-3.00,20.50,20.60,-0.50,0.00,2.50,2.50
385511.31,-2.00,-2.80,20.60,20.60,-0.50,0.00,2.50,2.50
385511.93,-2.00,-2.50,20.50,20.60,-0.50,0.00,2.50,2.50
385512.56,-1.90,-2.50,20.30,20.60,-0.50,0.00,3.00,2.50
385513.18,-1.80,-2.40,20.10,20.40,-0.50,0.00,3.00,2.50
385513.81,-2.00,-2.50,19.90,20.20,-0.50,0.00,3.00,2.50
385514.56,-2.10,-2.60,19.80,20.10,-0.50,0.00,3.00,2.50
385515.18,-2.10,-2.70,19.80,20.20,-0.50,0.00,3.00,2.50
385515.80,-2.10,-2.70,19.80,20.20,-0.50,0.00,3.00,2.50
385516.43,-2.20,-2.50,19.80,20.20,0.00,0.00,3.00,2.50
385517.05,-2.20,-2.60,19.50,20.10,0.00,0.00,3.00,2.50
385517.80,-2.20,-2.50,19.20,19.80,0.00,0.00,3.50,3.00
385518.43,-2.00,-2.30,19.00,19.50,-0.50,-0.50,3.50,3.00
385519.05,-2.00,-2.30,18.80,19.30,-0.50,-0.50,3.50,3.00
385519.68,-2.10,-2.30,18.80,19.20,-0.50,-0.50,3.50,3.00
385520.30,-2.20,-2.40,18.80,19.20,0.00,0.00,3.50,3.00
385521.05,-2.20,-2.50,18.70,19.00,0.00,0.00,3.50,3.00
385521.67,-2.10,-2.30,18.70,18.90,0.00,0.00,3.50,3.50
385522.30,-2.10,-2.30,18.70,18.90,0.00,0.00,3.00,3.00
385522.92,-2.20,-2.40,18.60,18.80,0.00,0.00,3.50,3.50
385523.55,-2.30,-2.40,18.60,18.90,0.00,0.00,3.50,3.00
385524.30,-2.40,-2.50,18.70,19.10,0.00,0.00,3.00,2.50
385524.92,-2.50,-2.60,18.80,19.20,0.00,0.00,3.00,2.50
385525.55,-2.50,-2.70,18.80,19.20,0.00,0.00,3.00,2.50
385526.17,-2.50,-2.70,18.70,19.10,0.00,0.00,3.00,2.50
385526.79,-2.40,-2.70,18.80,19.10,0.00,0.00,3.00,2.50
385527.54,-2.30,-2.60,18.90,19.20,0.00,0.00,2.50,2.00
385528.17,-2.30,-2.60,19.10,19.20,0.00,0.00,2.50,2.50
385528.79,-2.20,-2.70,19.10,19.30,0.00,0.00,2.00,2.00
385529.42,-2.10,-2.70,19.10,19.20,-0.50,0.00,2.00,2.00
385530.04,-2.00,-2.80,19.00,19.20,-0.50,0.00,2.00,2.00
385530.79,-2.10,-2.80,19.00,19.30,0.00,0.50,2.50,2.00
385531.42,-2.30,-2.80,19.10,19.50,0.00,0.50,2.00,1.50
385532.04,-2.30,-2.90,19.20,19.60,0.00,0.50,2.00,1.50
385532.66,-2.20,-2.70,19.30,19.70,0.00,0.00,2.00,1.50
385533.41,-2.10,-2.70,19.40,19.80,-0.50,0.00,1.50,1.00
385534.04,-2.00,-2.80,19.50,19.80,0.00,0.50,1.50,1.00
385534.66,-2.10,-2.70,19.50,19.80,-0.50,0.00,1.50,1.00
385535.29,-2.20,-2.80,19.40,19.70,0.00,0.50,1.50,1.00
385535.91,-2.10,-2.80,19.30,19.60,0.00,0.50,1.50,1.00
385536.54,-2.10,-2.80,19.30,19.60,0.00,0.50,1.50,1.00
385537.29,-2.20,-3.00,19.40,19.70,0.00,0.50,1.00,0.50
385537.91,-2.20,-2.90,19.40,19.80,0.00,0.50,1.00,0.50
385538.54,-2.30,-2.80,19.30,19.70,0.00,0.50,1.00,0.50
385539.16,-2.30,-2.80,19.10,19.60,0.00,0.50,1.50,1.00
385539.78,-2.10,-2.70,18.90,19.40,0.00,0.50,1.50,1.00
385540.53,-1.90,-2.50,18.70,19.10,0.00,0.50,1.50,1.00
385541.16,-1.90,-2.60,18.70,19.00,0.00,0.50,1.50,1.00
385541.78,-2.00,-2.80,18.70,19.10,0.00,0.50,1.50,1.00
385542.41,-2.20,-2.90,18.80,19.20,0.00,0.50,1.00,0.50
385543.03,-2.30,-3.00,18.80,19.20,0.00,0.50,1.00,0.50
385543.78,-2.10,-2.80,18.70,19.10,0.00,0.50,1.00,0.50
385544.41,-1.90,-2.60,18.60,18.90,0.00,0.50,1.50,1.00
385545.03,-1.80,-2.50,18.40,18.70,-0.50,0.00,1.50,1.00
385545.65,-1.80,-2.40,18.20,18.50,-0.50,0.00,1.50,1.00
385546.40,-1.90,-2.40,18.20,18.50,0.00,0.00,1.50,1.00
385547.03,-1.90,-2.30,18.30,18.60,0.00,0.00,1.00,0.50
385547.65,-1.80,-2.50,18.30,18.50,-0.50,0.00,1.00,1.00
385548.28,-1.70,-2.50,18.20,18.40,-0.50,0.00,1.00,1.00
385548.90,-1.70,-2.40,18.00,18.20,-0.50,0.00,1.00,1.00
385549.53,-1.70,-2.40,17.80,18.10,-0.50,0.00,1.50,1.00
385550.28,-1.80,-2.50,17.50,17.90,0.00,0.50,1.50,1.00
385550.90,-1.80,-2.50,17.20,17.70,0.00,0.50,2.00,1.50
385551.52,-1.90,-2.50,17.10,17.60,0.00,0.50,2.00,1.50
385552.15,-1.80,-2.50,17.20,17.70,0.00,0.50,2.00,1.50
385552.77,-1.80,-2.40,17.20,17.70,-0.50,0.00,2.00,1.50
385553.52,-1.70,-2.30,17.20,17.60,-0.50,0.00,1.50,1.00
385554.15,-1.50,-2.10,17.00,17.40,-0.50,0.00,2.00,1.50
385554.77,-1.40,-2.00,16.90,17.20,-0.50,0.00,2.00,1.50
385555.40,-1.40,-2.00,16.80,17.10,-0.50,0.00,2.00,1.50
385556.02,-1.40,-2.00,16.80,17.00,-0.50,0.00,1.50,1.50
385556.77,-1.40,-2.10,16.90,17.10,-0.50,0.00,2.00,2.00
385557.39,-1.40,-2.10,17.00,17.10,-0.50,0.00,1.50,1.50
385558.02,-1.40,-2.00,17.00,17.10,-0.50,0.00,1.50,1.50
385558.64,-1.40,-2.10,17.00,17.20,-0.50,0.00,1.50,1.50
385559.39,-1.60,-2.00,17.20,17.40,-0.50,-0.50,1.50,1.50
385560.02,-1.70,-2.10,17.20,17.50,0.00,0.00,1.50,1.00
385560.64,-1.80,-2.20,17.20,17.50,0.00,0.00,1.00,0.50
385561.27,-1.70,-2.20,17.20,17.50,0.00,0.50,1.00,0.50
385561.89,-1.60,-2.20,17.20,17.40,-0.50,0.00,1.00,1.00
385562.64,-1.50,-2.00,17.30,17.40,-0.50,0.00,1.00,1.00
385563.26,-1.40,-1.90,17.30,17.40,-0.50,0.00,1.00,1.00
385563.89,-1.50,-1.90,17.30,17.50,0.00,0.00,0.50,0.50
385564.51,-1.60,-2.00,17.40,17.60,0.00,0.00,1.00,1.00
385565.14,-1.70,-2.20,17.40,17.70,0.00,0.50,1.00,0.50
385565.76,-1.70,-2.40,17.50,17.70,0.00,0.50,0.50,0.50
385566.51,-1.60,-2.30,17.50,17.70,0.00,0.50,0.50,0.50
385567.14,-1.50,-2.10,17.50,17.70,-0.50,0.00,0.50,0.50
385567.76,-1.30,-2.00,17.50,17.60,-0.50,0.00,0.50,0.50
385568.39,-1.30,-2.00,17.40,17.60,-0.50,0.00,0.50,0.50
385569.01,-1.40,-2.00,17.40,17.70,-0.50,0.00,0.50,0.00
385569.76,-1.60,-2.30,17.50,17.90,0.00,0.50,0.50,0.00
385570.38,-1.60,-2.20,17.60,18.00,0.00,0.50,0.50,0.00
385571.01,-1.40,-2.20,17.50,18.00,-0.50,0.00,0.50,0.00
385571.63,-1.30,-2.10,17.50,17.90,-0.50,0.00,0.50,0.00
385572.26,-1.20,-1.90,17.50,17.90,-0.50,0.00,0.50,0.00
385573.01,-1.30,-1.80,17.50,17.80,-0.50,0.00,0.50,0.00
385573.63,-1.40,-1.90,17.50,17.70,-0.50,0.00,0.00,0.00
385574.26,-1.60,-1.90,17.40,17.70,0.00,0.00,0.50,0.00
385574.88,-1.70,-1.90,17.40,17.70,0.00,0.00,0.50,0.00
385575.50,-1.50,-1.80,17.40,17.60,0.00,0.00,0.50,0.50
385576.25,-1.00,-1.50,17.40,17.60,-1.00,-0.50,0.50,0.50
385576.88,-1.00,-1.50,17.50,17.60,-1.00,-0.50,0.00,0.00
385577.50,-1.00,-1.50,17.50,17.70,-0.50,-0.50,0.50,0.50
385578.13,-1.00,-1.60,17.50,17.60,-0.50,0.00,0.00,0.00
385578.75,-1.10,-1.50,17.40,17.50,-0.50,-0.50,0.50,0.50
385579.50,-1.10,-1.70,17.20,17.30,-0.50,0.00,0.50,0.50
385580.13,-0.90,-1.70,17.10,17.10,-1.00,-0.50,0.50,0.50
385580.75,-0.80,-1.60,17.00,17.00,-1.00,-0.50,1.00,1.00
385581.37,-0.80,-1.60,16.90,17.00,-1.00,-0.50,1.00,1.00
385582.00,-0.90,-1.60,16.90,17.00,-1.00,-0.50,1.00,1.00
385582.75,-0.90,-1.50,16.80,16.90,-1.00,-0.50,1.00,1.00
385583.37,-1.00,-1.50,16.70,16.90,-0.50,-0.50,1.00,1.00
385584.00,-0.90,-1.50,16.60,16.80,-1.00,-0.50,1.00,1.00
385584.62,-0.70,-1.30,16.50,16.70,-1.00,-0.50,1.00,1.00
385585.25,-0.80,-1.30,16.40,16.60,-1.00,-0.50,1.00,1.00
385586.00,-0.90,-1.30,16.20,16.50,-1.00,-1.00,1.50,1.00
385586.62,-0.80,-1.30,16.10,16.40,-1.00,-0.50,2.00,1.50
385587.24,-0.80,-1.30,16.10,16.40,-1.00,-0.50,2.00,1.50
385587.87,-0.70,-1.30,16.10,16.40,-1.00,-0.50,2.00,1.50
385588.49,-0.60,-1.40,16.20,16.50,-1.00,-0.50,1.50,1.00
385589.24,-0.40,-1.20,16.30,16.60,-1.50,-1.00,1.50,1.00
385589.87,-0.50,-1.10,16.40,16.50,-1.00,-0.50,1.00,1.00
385590.49,-0.40,-1.10,16.40,16.50,-1.50,-1.00,1.00,1.00
385591.12,-0.30,-1.00,16.50,16.50,-1.50,-1.00,1.00,1.00
385591.87,-0.20,-0.80,16.70,16.80,-1.50,-1.00,1.00,1.00
385592.49,-0.20,-0.80,16.80,17.00,-1.50,-1.00,1.00,1.00
385593.12,-0.40,-0.90,16.80,17.10,-1.50,-1.00,1.00,0.50
385593.74,-0.40,-0.90,16.70,17.10,-1.50,-1.00,1.00,0.50
385594.36,-0.30,-0.90,16.70,17.00,-1.50,-1.00,1.00,0.50
385594.99,-0.30,-0.90,16.70,16.90,-1.50,-1.00,1.00,1.00
385595.74,-0.30,-0.90,16.70,16.90,-1.50,-1.00,1.00,1.00
385596.36,-0.40,-1.00,16.80,17.00,-1.50,-1.00,0.50,0.50
385596.99,-0.30,-0.90,16.90,17.20,-1.50,-1.00,1.00,0.50
385597.61,0.00,-0.70,17.10,17.30,-1.50,-1.00,0.50,0.50
385598.24,0.00,-0.80,17.00,17.20,-1.50,-1.00,0.50,0.50
385598.99,-0.20,-0.70,16.90,17.00,-1.50,-1.00,0.50,0.50
385599.61,-0.50,-1.00,16.90,17.00,-1.00,-1.00,0.50,0.50
385600.23,-0.70,-1.10,16.80,17.00,-1.00,-1.00,1.00,1.00
385600.86,-0.60,-0.90,16.70,17.00,-1.00,-1.00,1.00,0.50
385601.48,-0.30,-0.70,16.80,17.30,-1.00,-1.00,1.00,0.50
385602.23,-0.40,-0.80,17.00,17.50,-1.50,-1.50,0.50,0.00
385602.86,-0.50,-1.00,17.00,17.60,-1.00,-1.00,0.50,0.00
385603.48,-0.50,-1.00,17.00,17.60,-1.00,-1.00,0.50,0.00
385604.11,-0.50,-0.90,16.80,17.50,-1.00,-1.00,0.50,0.00
385604.73,-0.50,-0.90,16.60,17.20,-1.00,-1.00,1.00,0.50
385605.48,-0.50,-1.00,16.40,16.90,-1.00,-1.00,1.50,1.00
385606.10,-0.50,-1.00,16.60,17.00,-1.00,-1.00,1.00,0.50
385606.73,-0.40,-1.00,16.80,17.20,-1.50,-1.00,1.00,0.50
385607.35,-0.50,-1.10,17.00,17.40,-1.50,-1.00,0.50,0.00
385607.98,-0.50,-1.00,17.00,17.40,-1.00,-1.00,0.50,0.00
385608.73,-0.30,-0.90,16.90,17.20,-1.50,-1.00,1.00,0.50
385609.35,-0.30,-0.90,16.70,17.00,-1.50,-1.00,1.00,0.50
385609.98,-0.30,-0.70,16.50,16.70,-1.00,-1.00,1.00,1.00
385610.60,-0.20,-0.80,16.30,16.50,-1.50,-1.00,1.50,1.50
385611.23,-0.30,-0.90,16.20,16.50,-1.50,-1.00,1.50,1.00
385611.97,-0.30,-1.00,16.30,16.60,-1.50,-1.00,1.50,1.00
385612.60,-0.30,-1.00,16.40,16.70,-1.50,-1.00,1.50,1.00
385613.22,-0.30,-0.90,16.40,16.70,-1.50,-1.00,1.50,1.00
385613.85,-0.40,-0.80,16.30,16.60,-1.50,-1.50,1.50,1.00
385614.47,-0.40,-0.70,16.20,16.40,-1.50,-1.50,1.00,1.00
385615.22,-0.30,-0.70,15.90,16.10,-1.50,-1.50,1.50,1.50
385615.85,-0.10,-0.70,15.80,15.90,-2.00,-1.50,2.00,2.00
385616.47,0.00,-0.70,15.70,15.90,-2.00,-1.50,1.50,1.50
385617.10,-0.10,-0.60,15.70,16.00,-1.50,-1.50,2.00,1.50
385617.72,-0.30,-0.80,15.80,16.10,-1.50,-1.00,2.00,1.50
385618.47,-0.20,-0.70,15.80,16.00,-1.50,-1.50,2.00,2.00
385619.09,-0.10,-0.50,15.60,15.70,-1.50,-1.50,2.00,2.00
385619.72,-0.10,-0.70,15.30,15.50,-2.00,-1.50,2.00,2.00
385620.34,-0.20,-0.70,15.20,15.40,-1.50,-1.50,2.00,2.00
385620.97,-0.20,-0.60,15.30,15.40,-1.50,-1.50,2.50,2.50
385621.72,-0.30,-0.80,15.50,15.40,-1.50,-1.00,2.00,2.00
385622.34,-0.40,-1.00,15.50,15.50,-1.50,-1.00,2.00,2.00
385623.22,-0.30,-0.90,15.70,15.80,-1.50,-1.00,2.00,2.00
385623.84,-0.20,-0.60,15.80,15.90,-1.50,-1.50,2.00,2.00
385624.47,0.00,-0.50,15.80,15.80,-1.50,-1.50,2.00,2.00
385625.09,0.10,-0.50,15.80,15.80,-2.00,-1.50,2.00,2.00
385625.72,-0.10,-0.60,15.90,15.90,-1.50,-1.50,1.50,1.50
385626.34,-0.20,-0.60,15.90,16.00,-1.50,-1.50,1.50,1.50
385626.97,-0.30,-0.60,15.80,16.10,-1.50,-1.50,2.00,1.50
385627.59,-0.30,-0.80,15.80,16.20,-1.50,-1.00,2.00,1.50
385628.34,-0.40,-0.80,15.80,16.30,-1.00,-1.00,1.50,1.00
385628.97,-0.30,-0.70,15.80,16.30,-1.50,-1.50,1.50,1.00
385629.59,-0.10,-0.70,15.90,16.30,-1.50,-1.00,1.50,1.00
385630.22,0.00,-0.60,16.00,16.40,-1.50,-1.00,1.50,1.00
385630.84,0.00,-0.70,16.10,16.40,-1.50,-1.00,1.50,1.00
385631.59,-0.10,-0.80,16.20,16.40,-1.50,-1.00,1.50,1.50
385632.22,-0.40,-0.80,16.20,16.50,-1.50,-1.50,1.50,1.00
385632.84,-0.50,-0.70,16.20,16.60,-1.00,-1.00,1.50,1.00
385633.47,-0.30,-0.70,16.20,16.60,-1.50,-1.50,1.50,1.00
385634.09,-0.10,-0.60,16.10,16.60,-1.50,-1.50,1.50,1.00
385634.84,0.10,-0.60,16.20,16.60,-2.00,-1.50,1.00,0.50
385635.47,0.00,-0.60,16.40,16.70,-1.50,-1.00,1.00,0.50
385636.09,-0.10,-0.70,16.40,16.60,-1.50,-1.00,1.00,1.00
385636.72,-0.40,-0.90,16.20,16.40,-1.50,-1.00,1.00,1.00
385637.34,-0.40,-0.70,16.10,16.30,-1.50,-1.50,1.50,1.50
385638.09,-0.30,-0.50,16.00,16.30,-1.50,-1.50,1.50,1.00
385638.72,-0.20,-0.60,15.90,16.30,-1.50,-1.50,1.50,1.00
385639.34,-0.10,-0.50,15.80,16.20,-1.50,-1.50,1.50,1.00
385639.97,0.00,-0.30,15.90,16.20,-2.00,-2.00,1.50,1.00
385640.59,0.10,-0.30,15.90,16.20,-1.50,-1.50,1.50,1.00
385641.34,0.00,-0.50,15.90,16.10,-2.00,-1.50,1.50,1.50
385641.97,-0.10,-0.50,15.80,16.00,-1.50,-1.50,1.50,1.50
385642.59,0.00,-0.40,15.60,15.80,-2.00,-2.00,1.50,1.50
385643.22,0.20,-0.20,15.40,15.50,-2.00,-2.00,2.00,2.00
385643.84,0.30,-0.20,15.30,15.30,-2.00,-2.00,2.00,2.00
385644.59,0.30,-0.20,15.20,15.30,-2.00,-2.00,2.00,2.00
385645.22,0.30,-0.40,15.30,15.30,-2.00,-1.50,2.00,2.00
385645.84,0.30,-0.40,15.30,15.30,-2.00,-1.50,2.00,2.00
385646.47,0.40,-0.30,15.20,15.20,-2.00,-1.50,2.00,2.00
385647.09,0.40,-0.30,15.10,15.10,-2.00,-1.50,2.00,2.00
385647.84,0.40,-0.40,14.90,14.90,-2.00,-1.50,2.00,2.00
385648.47,0.40,-0.30,14.70,14.70,-2.00,-1.50,2.50,2.50
385649.09,0.50,-0.20,14.60,14.60,-2.50,-2.00,2.50,2.50
385649.72,0.50,-0.20,14.50,14.60,-2.50,-2.00,2.50,2.50
385650.34,0.40,-0.20,14.40,14.60,-2.00,-1.50,2.50,2.50
385650.97,0.40,-0.10,14.30,14.60,-2.00,-2.00,3.00,2.50
385651.72,0.50,0.00,14.10,14.40,-2.50,-2.00,3.00,2.50
385652.34,0.50,-0.20,14.00,14.30,-2.50,-2.00,3.00,2.50
385652.97,0.50,-0.20,13.90,14.10,-2.50,-2.00,2.50,2.50
385653.59,0.50,-0.20,13.80,14.10,-2.50,-2.00,3.00,2.50
385654.22,0.30,0.00,13.80,14.10,-2.00,-2.00,3.00,2.50
385654.97,0.20,-0.20,13.80,14.20,-2.00,-2.00,3.00,2.50
385655.59,0.10,-0.40,13.90,14.40,-2.00,-1.50,3.00,2.50
385656.22,0.00,-0.40,14.00,14.60,-2.00,-2.00,2.50,2.00
385656.84,0.00,-0.50,14.20,14.80,-2.00,-1.50,2.50,2.00
385657.59,0.30,-0.30,14.20,14.90,-2.00,-1.50,2.50,2.00
385658.22,0.40,-0.20,14.10,14.70,-2.50,-2.00,2.50,2.00
385658.84,0.40,-0.30,14.10,14.60,-2.00,-1.50,2.50,2.00
385659.47,0.30,-0.50,14.10,14.50,-2.00,-1.50,2.50,2.00
385660.09,0.00,-0.60,14.20,14.60,-2.00,-1.50,2.50,2.00
385660.84,-0.10,-0.60,14.40,14.70,-1.50,-1.50,2.00,1.50
385661.47,-0.10,-0.90,14.70,14.80,-1.50,-1.00,1.50,1.50
385662.09,-0.10,-1.00,14.80,14.90,-1.50,-1.00,1.50,1.50
385662.72,-0.20,-1.00,14.70,14.90,-1.50,-1.00,1.50,1.50
385663.34,-0.20,-0.90,14.60,14.80,-1.50,-1.00,1.50,1.50
385664.09,0.00,-0.70,14.50,14.90,-2.00,-1.50,2.00,1.50
385664.72,-0.20,-0.80,14.50,15.00,-1.50,-1.00,1.50,1.00
385665.34,-0.40,-0.90,14.50,15.20,-1.50,-1.00,1.50,1.00
385665.97,-0.40,-1.10,14.60,15.30,-1.50,-1.00,1.00,0.50
385666.59,-0.60,-1.30,14.70,15.40,-1.00,-0.50,1.50,1.00
385667.34,-0.70,-1.30,14.80,15.30,-1.00,-0.50,1.00,0.50
385667.97,-0.60,-1.20,14.80,15.20,-1.00,-0.50,1.00,0.50
385668.59,-0.60,-1.20,14.80,15.20,-1.00,-0.50,1.00,0.50
385669.22,-0.50,-1.10,14.80,15.20,-1.50,-1.00,1.00,0.50
385669.84,-0.40,-1.10,14.90,15.30,-1.50,-1.00,1.00,0.50
385670.59,-0.40,-1.00,15.00,15.40,-1.50,-1.00,0.50,0.00
385671.22,-0.50,-0.90,15.10,15.40,-1.50,-1.50,0.50,0.00
385671.84,-0.50,-1.00,15.00,15.30,-1.50,-1.00,0.50,0.00
385672.47,-0.40,-1.00,14.80,15.20,-1.50,-1.00,0.50,0.00
385673.09,-0.40,-1.20,14.70,15.10,-1.50,-1.00,1.00,0.50
385673.84,-0.50,-1.40,14.60,15.00,-1.00,-0.50,0.50,0.00
385674.47,-0.60,-1.20,14.60,15.00,-1.50,-1.00,0.50,0.00
385675.09,-0.50,-1.20,14.70,14.90,-1.50,-1.00,0.50,0.50
385675.72,-0.50,-1.10,14.80,14.90,-1.00,-0.50,0.00,0.00
385676.34,-0.30,-0.90,14.80,14.90,-1.50,-1.00,0.00,0.00
385677.09,-0.20,-0.90,14.60,14.70,-1.50,-1.00,0.50,0.50
385677.72,-0.30,-0.90,14.50,14.50,-1.50,-1.00,0.50,0.50
385678.34,-0.50,-1.20,14.40,14.40,-1.50,-1.00,0.50,0.50
